global_step,episode,length,reward,success,collision,epsilon,temperature
69,1,69,-342.80913054943085,0.0,1.0,0.899609,0.999655
140,2,71,-318.6884664148092,0.0,1.0,0.8992066666666667,0.9993
270,3,130,-337.0243321210146,0.0,0.0,0.89847,0.99865
400,4,130,-351.8714122027159,0.0,0.0,0.8977333333333334,0.998
468,5,68,-301.049487888813,0.0,1.0,0.897348,0.99766
538,6,70,-323.9484937787056,0.0,1.0,0.8969513333333333,0.99731
613,7,75,-324.5021115243435,0.0,1.0,0.8965263333333333,0.996935
743,8,130,-351.0760191977024,0.0,0.0,0.8957896666666667,0.996285
824,9,81,-392.8192421644926,0.0,1.0,0.8953306666666667,0.99588
899,10,75,-340.60268698632717,0.0,1.0,0.8949056666666667,0.995505
967,11,68,-336.0103270858526,0.0,1.0,0.8945203333333334,0.995165
1038,12,71,-312.1487244069576,0.0,1.0,0.894118,0.99481
1098,13,60,-340.8553839623928,0.0,1.0,0.8937780000000001,0.99451
1187,14,89,-375.8989315852523,0.0,1.0,0.8932736666666667,0.994065
1262,15,75,-353.72676034271717,0.0,1.0,0.8928486666666667,0.99369
1335,16,73,-333.16472771018744,0.0,1.0,0.892435,0.993325
1403,17,68,-356.99910785257816,0.0,1.0,0.8920496666666667,0.992985
1473,18,70,-317.6979677081108,0.0,1.0,0.891653,0.992635
1549,19,76,-330.3421418964863,0.0,1.0,0.8912223333333333,0.992255
1611,20,62,-346.90774574130774,0.0,1.0,0.890871,0.991945
1678,21,67,-337.9179994761944,0.0,1.0,0.8904913333333333,0.99161
1808,22,130,-345.27011662721634,0.0,0.0,0.8897546666666667,0.99096
1871,23,63,-316.42727576196194,0.0,1.0,0.8893976666666666,0.990645
2001,24,130,-319.7254174053669,0.0,0.0,0.888661,0.989995
2065,25,64,-305.2114198356867,0.0,1.0,0.8882983333333334,0.989675
2134,26,69,-326.54661986231804,0.0,1.0,0.8879073333333334,0.98933
2264,27,130,-295.5976888984442,0.0,0.0,0.8871706666666667,0.98868
2322,28,58,-300.2090584039688,0.0,1.0,0.886842,0.98839
2387,29,65,-281.4129609465599,0.0,1.0,0.8864736666666667,0.988065
2464,30,77,-316.9881169050932,0.0,1.0,0.8860373333333333,0.98768
