global_step,reward,reward_std,success_rate,collision_rate,episode_length,min_obstacle_clearance,min_pair_distance
10000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
20000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
30000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
40000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
50000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
60000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
70000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
80000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
90000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
100000,42.554967756737895,59.96905421610539,0.93,0.07,103.36,0.38448088842560535,2.2281178390979766
