global_step,reward,reward_std,success_rate,collision_rate,pair_collision_rate,episode_length,min_obstacle_clearance,min_pair_distance,clear_default_action_rate,action_switch_rate,action_oscillation_rate,empty_success_rate,obstacle_success_rate
0,-0.9689631971007475,90.07281228030692,0.84,0.16,0.03,98.33,2.223223460690133,2.1469159656763077,0.9535216644397786,0.03539103020441371,0.0024916098850808503,1.0,0.8241758241758241
10000,29.599147394319587,48.36994071247133,0.97,0.03,0.0,103.84,2.252855109993834,2.530037454366684,0.8292927451695224,0.03312788906009245,0.002985362095531587,1.0,0.967032967032967
20000,29.67364752591533,57.25061510483419,0.95,0.05,0.02,103.12,2.2512822772341314,2.664739024043083,0.8783039647577092,0.0327288595810706,0.001939487975174554,1.0,0.945054945054945
30000,34.26000488579215,47.10606958282542,0.97,0.03,0.0,103.92,2.237375354003161,2.76406800031662,0.8650519031141869,0.0349788298691301,0.0025019245573518092,1.0,0.967032967032967
40000,39.7458607131445,34.08201957352461,0.99,0.01,0.0,104.69,2.2350345259346067,2.71546648144722,0.8896315028901735,0.03620212054637501,0.002531282835036775,1.0,0.989010989010989
50000,37.32344993415871,42.624889069530724,0.97,0.03,0.0,103.97,2.2402689610188826,2.5885510885715486,0.8935413245758074,0.03577955179378667,0.0028373569298836203,1.0,0.967032967032967
60000,35.334233812706046,47.32770747328832,0.97,0.03,0.01,103.9,2.251083384635858,2.6119901168346407,0.8944110686328054,0.03229066410009625,0.002358036573628489,1.0,0.967032967032967
70000,39.88896835294738,40.54816043585211,0.98,0.02,0.0,104.26,2.2236375339666847,2.7076191568374632,0.9191937534047576,0.03333013619796662,0.0024458085555342413,1.0,0.978021978021978
80000,40.48070755488905,40.40262343230068,0.98,0.02,0.0,104.19,2.2237228868494276,2.727324583530426,0.9150463383608941,0.03200883002207505,0.0028793550244745176,1.0,0.978021978021978
90000,41.215865374265704,41.08000235242324,0.98,0.02,0.0,104.18,2.220420686788857,2.7490407502651215,0.9286818884744837,0.033931656747936266,0.004511422537915147,1.0,0.978021978021978
100000,41.741306492493784,41.484174823404885,0.98,0.02,0.0,104.0,2.2107813926332165,2.7546668779850005,0.9333151134189669,0.031875,0.0035096153846153845,1.0,0.978021978021978
110000,43.40963979699907,34.61233233946294,0.99,0.01,0.0,104.4,2.220705406606212,2.709820067882538,0.9229372787510212,0.03045977011494253,0.00225095785440613,1.0,0.989010989010989
120000,43.75960571837946,34.70232797149595,0.99,0.01,0.0,104.51,2.2153079330362377,2.812205730676651,0.9320696535461637,0.032006506554396706,0.004305808056645297,1.0,0.989010989010989
130000,40.71675855485118,41.67736752747999,0.98,0.02,0.0,104.08,2.2097097561880945,2.7956725549697876,0.9225865209471766,0.030745580322828592,0.0032667179093005382,1.0,0.978021978021978
140000,45.57775691490555,37.41827645867066,0.98,0.02,0.0,104.2,2.216289394386113,2.8253488659858705,0.9421991625705444,0.026775431861804224,0.0006238003838771593,1.0,0.978021978021978
150000,44.306136585305104,37.86732299860124,0.98,0.02,0.0,104.25,2.2127557293698192,2.880014934539795,0.9364098837209303,0.028633093525179856,0.0011031175059952039,1.0,0.978021978021978
160000,44.7823942003023,27.955858925640918,1.0,0.0,0.0,104.84,2.214006955623627,2.7817026627063752,0.9348042318473642,0.03138115223197253,0.00314765356734071,1.0,1.0
170000,44.774750877694935,31.95163647312245,0.99,0.01,0.0,104.6,2.2163469382515175,2.853902302980423,0.9275493570005434,0.029445506692160613,0.001051625239005736,1.0,0.989010989010989
180000,45.22261700076378,24.049944229374017,1.0,0.0,0.0,105.07,2.22148286215961,2.8034975481033326,0.9183783783783783,0.033311125916055964,0.001998667554963358,1.0,1.0
190000,46.50396169300399,24.16356926814475,1.0,0.0,0.0,105.0,2.2180411249399183,2.8720685386657716,0.9246729815065403,0.03219047619047619,0.0022380952380952382,1.0,1.0
200000,44.772109703446986,23.668562238620265,1.0,0.0,0.0,105.02,2.222466185390949,2.903503094911575,0.9035427747227982,0.03475528470767473,0.002190059036374024,1.0,1.0
