global_step,reward,reward_std,success_rate,collision_rate,pair_collision_rate,episode_length,min_obstacle_clearance,min_pair_distance,clear_default_action_rate,action_switch_rate,action_oscillation_rate,over_avoidance_rate,extreme_avoidance_rate,empty_success_rate,obstacle_success_rate
180000,16.081687651184765,84.41734736070056,0.9,0.1,0.0,100.19,2.1444793398931505,3.4931329178810118,0.9576719576719577,0.036780117776225175,0.007385966663339655,0.04241940313404531,0.01207705359816349,1.0,0.8901098901098901
190000,13.041304707274685,81.81831582370967,0.9,0.1,0.0,100.11,2.148241346346331,3.444815193414688,0.9471529586899888,0.05039456597742483,0.013485166317051244,0.05229247827389871,0.011737089201877934,1.0,0.8901098901098901
200000,13.415343747724545,79.42703054590686,0.92,0.08,0.0,100.87,2.1514700102899225,3.421809035539627,0.9313355530891602,0.04971745811440468,0.014127094279766035,0.06379498364231188,0.011896500446118766,1.0,0.9120879120879121
210000,8.47574711468471,89.81540528569117,0.9,0.1,0.0,100.39,2.152003931660438,3.4833946228027344,0.9121173754375512,0.04547265663910748,0.008068532722382707,0.07630242055981672,0.012351827871301922,1.0,0.8901098901098901
220000,14.418421755979653,84.44888739604983,0.92,0.08,0.0,101.03,2.153837112260226,3.4780404233932494,0.9308997050147493,0.04379887162229041,0.008512323072354746,0.06290210828466793,0.012570523606849451,1.0,0.9120879120879121
230000,14.17354930429392,84.52755765420778,0.9,0.1,0.0,100.12,2.1402113692725107,3.4641705679893495,0.9455970149253732,0.04095085896923691,0.0067918497802636835,0.049190970834998,0.012135437475029964,1.0,0.8901098901098901
240000,15.741858725651982,81.711194079378,0.9,0.1,0.0,100.1,2.1365245469947696,3.500265395641327,0.9501638855780691,0.04075924075924076,0.007892107892107892,0.044705294705294704,0.015034965034965035,1.0,0.8901098901098901
250000,18.03154815635331,80.92167960497592,0.91,0.09,0.0,100.5,2.131884247243579,3.515659682750702,0.9503893214682981,0.04119402985074627,0.007960199004975124,0.03800995024875622,0.01482587064676617,1.0,0.9010989010989011
260000,10.313139955756633,89.27048905056414,0.88,0.12,0.0,99.17,2.125431214638229,3.515058522224426,0.9503156945279615,0.04542704446909348,0.009579509932439246,0.04250277301603307,0.016738933145104367,1.0,0.8681318681318682
270000,19.012786069016876,76.3974229552036,0.92,0.08,0.0,100.75,2.1409275320923187,3.4991250216960905,0.9514908767245216,0.04630272952853598,0.011066997518610422,0.03722084367245657,0.018114143920595533,1.0,0.9120879120879121
280000,15.568546490481094,83.2687009725144,0.89,0.11,0.0,99.28,2.1324935277112673,3.513004081249237,0.9574628554189607,0.04608178887993553,0.011684125705076551,0.034800564061240935,0.016670024174053184,1.0,0.8791208791208791
290000,16.26272094824155,85.24727852925537,0.89,0.11,0.0,99.65,2.1296025036656645,3.530407633781433,0.973543780533634,0.041746111389864525,0.011038635223281485,0.022478675363773206,0.01746111389864526,1.0,0.8791208791208791
300000,14.893702429341138,84.54169838267023,0.89,0.11,0.0,99.56,2.12861454803322,3.515785617828369,0.9646510228640193,0.04334069907593411,0.011550823623945359,0.029831257533145843,0.015267175572519083,1.0,0.8791208791208791
310000,15.471896554281702,85.3552238575057,0.88,0.12,0.0,99.04,2.128016246391635,3.5682774925231935,0.9693839076992685,0.03826736672051696,0.009844507269789984,0.02695880452342488,0.017265751211631663,1.0,0.8681318681318682
320000,13.759032583842053,86.25196911651292,0.88,0.12,0.0,98.94,2.127697582722831,3.5955716156959534,0.9721193804306762,0.03653729533050334,0.00899535071760663,0.02385284010511421,0.01874873660804528,1.0,0.8681318681318682
330000,12.625547985050362,86.97579998901358,0.88,0.12,0.0,99.11,2.129795092229906,3.544424045085907,0.964725432434474,0.04495005549389567,0.015941882756533146,0.025779436989203916,0.013570779941479165,1.0,0.8681318681318682
340000,11.489148457856208,85.06641831813927,0.88,0.12,0.0,98.99,2.126256060738524,3.4637710762023928,0.9531037607612143,0.04333771087988686,0.011617335084351955,0.034852005253055866,0.012071926457217901,1.0,0.8681318681318682
350000,9.53544270123588,84.4504233904281,0.89,0.11,0.0,99.52,2.129989170336339,3.5268462705612182,0.9561950559771583,0.04124799035369775,0.012208601286173633,0.0317524115755627,0.011203778135048232,1.0,0.8791208791208791
360000,8.69002209040802,83.58126661774207,0.89,0.11,0.0,99.75,2.1274976251189948,3.482065680027008,0.9488197826901461,0.04786967418546366,0.016390977443609022,0.0368922305764411,0.012781954887218045,1.0,0.8791208791208791
370000,13.20310527878115,85.69927087974305,0.87,0.13,0.0,98.71,2.1282213244432935,3.505142514705658,0.9753619892350845,0.040522743389727486,0.011548981866072333,0.017830007091480093,0.011650288724546652,1.0,0.8571428571428571
380000,15.57273684592219,82.35113628472327,0.88,0.1,0.0,100.61,2.136444736517151,3.473414123058319,0.9669133974833457,0.03503627869993042,0.009243613954875262,0.02410297187158334,0.011579365868203956,1.0,0.8681318681318682
390000,14.598131754963106,84.92831619446659,0.87,0.1,0.0,100.85,2.1457176826230717,3.5265636575222015,0.9630314232902033,0.03802677243430838,0.01036192364898364,0.029548834903321764,0.012444224095190878,1.0,0.8571428571428571
400000,22.793263425590702,74.13970102085624,0.92,0.08,0.0,100.78,2.1396150351743564,3.524189530611038,0.9665703061300126,0.033687239531653104,0.006747370510021829,0.026542964873982933,0.012948997817027188,1.0,0.9120879120879121
