global_step,episode,length,reward,success,collision,epsilon,temperature
70,1,70,-382.6383753567934,0.0,1.0,0.8996033333333333,0.99965
141,2,71,-373.49164301157,0.0,1.0,0.899201,0.999295
271,3,130,-432.03562135994434,0.0,0.0,0.8984643333333333,0.998645
331,4,60,-368.56047354638577,0.0,1.0,0.8981243333333333,0.998345
461,5,130,-510.6283100247383,0.0,0.0,0.8973876666666667,0.997695
525,6,64,-375.43679016828537,0.0,1.0,0.8970250000000001,0.997375
598,7,73,-397.90744573250413,0.0,1.0,0.8966113333333333,0.99701
728,8,130,-430.1146714910865,0.0,0.0,0.8958746666666667,0.99636
802,9,74,-445.39981853961945,0.0,1.0,0.8954553333333334,0.99599
875,10,73,-437.8167584836483,0.0,1.0,0.8950416666666667,0.995625
930,11,55,-388.67209509015083,0.0,1.0,0.89473,0.99535
1001,12,71,-449.28946889936924,0.0,1.0,0.8943276666666667,0.994995
1131,13,130,-493.30409398674965,0.0,0.0,0.893591,0.994345
1219,14,88,-453.72475892305374,0.0,1.0,0.8930923333333334,0.993905
1279,15,60,-317.5590937137604,0.0,1.0,0.8927523333333334,0.993605
1357,16,78,-401.23110967874527,0.0,1.0,0.8923103333333333,0.993215
1415,17,58,-342.9127989411354,0.0,1.0,0.8919816666666667,0.992925
1480,18,65,-342.278241828084,0.0,1.0,0.8916133333333334,0.9926
1553,19,73,-418.97229143977165,0.0,1.0,0.8911996666666667,0.992235
1616,20,63,-360.1283372193575,0.0,1.0,0.8908426666666667,0.99192
1692,21,76,-388.0404598414898,0.0,1.0,0.890412,0.99154
1759,22,67,-328.09701727330685,0.0,1.0,0.8900323333333333,0.991205
1889,23,130,-431.3633847758174,0.0,0.0,0.8892956666666667,0.990555
1974,24,85,-414.63186156749725,0.0,1.0,0.888814,0.99013
2037,25,63,-406.1490551829338,0.0,1.0,0.888457,0.989815
2167,26,130,-484.79012228548527,0.0,0.0,0.8877203333333333,0.989165
2208,27,41,-388.7983167171478,0.0,1.0,0.887488,0.98896
2338,28,130,-512.9304603338242,0.0,0.0,0.8867513333333333,0.98831
2401,29,63,-329.61491172015667,0.0,1.0,0.8863943333333334,0.987995
2531,30,130,-410.4996934533119,0.0,0.0,0.8856576666666667,0.987345
2661,31,130,-535.9112957865,0.0,0.0,0.8849210000000001,0.986695
2721,32,60,-360.57748633623123,0.0,1.0,0.8845810000000001,0.986395
2777,33,56,-489.2372636795044,0.0,1.0,0.8842636666666667,0.986115
2907,34,130,-488.32606138288975,0.0,0.0,0.8835270000000001,0.985465
2978,35,71,-363.0236772298813,0.0,1.0,0.8831246666666667,0.98511
3052,36,74,-394.233654782176,0.0,1.0,0.8827053333333333,0.98474
3134,37,82,-490.5033892020583,0.0,1.0,0.8822406666666667,0.98433
3193,38,59,-351.69972264766693,0.0,1.0,0.8819063333333333,0.984035
3323,39,130,-378.4133236259222,0.0,0.0,0.8811696666666667,0.983385
3379,40,56,-367.77892804145813,0.0,1.0,0.8808523333333333,0.983105
3447,41,68,-387.52377182245255,0.0,1.0,0.880467,0.982765
3536,42,89,-515.8164420127869,0.0,1.0,0.8799626666666667,0.98232
3612,43,76,-406.740463078022,0.0,1.0,0.879532,0.98194
3742,44,130,-495.9940557256341,0.0,0.0,0.8787953333333334,0.98129
3820,45,78,-414.03967390954494,0.0,1.0,0.8783533333333333,0.9809
3950,46,130,-442.31432078033686,0.0,0.0,0.8776166666666667,0.98025
4080,47,130,-469.89994513988495,0.0,0.0,0.87688,0.9796
4151,48,71,-413.11129431426525,0.0,1.0,0.8764776666666667,0.979245
4233,49,82,-340.1910507977009,0.0,1.0,0.876013,0.978835
4307,50,74,-379.3496437072754,0.0,1.0,0.8755936666666667,0.978465
4370,51,63,-340.7142211049795,0.0,1.0,0.8752366666666667,0.97815
4437,52,67,-384.1957764029503,0.0,1.0,0.874857,0.977815
4567,53,130,-454.81632920354605,0.0,0.0,0.8741203333333334,0.977165
4626,54,59,-363.68069487810135,0.0,1.0,0.8737860000000001,0.97687
4710,55,84,-513.6949111819267,0.0,1.0,0.87331,0.97645
4787,56,77,-362.554302662611,0.0,1.0,0.8728736666666667,0.976065
4857,57,70,-382.56933492422104,0.0,1.0,0.8724770000000001,0.975715
4930,58,73,-372.38111513853073,0.0,1.0,0.8720633333333333,0.97535
5060,59,130,-509.97468511760235,0.0,0.0,0.8713266666666667,0.9747
5129,60,69,-328.8030014783144,0.0,1.0,0.8709356666666667,0.974355
5259,61,130,-389.35260466113687,0.0,0.0,0.8701990000000001,0.973705
5327,62,68,-322.4131832681596,0.0,1.0,0.8698136666666667,0.973365
5414,63,87,-403.18397913873196,0.0,1.0,0.8693206666666667,0.97293
5486,64,72,-348.00544051826,0.0,1.0,0.8689126666666667,0.97257
5559,65,73,-376.8146321773529,0.0,1.0,0.868499,0.972205
5620,66,61,-365.8768254518509,0.0,1.0,0.8681533333333333,0.9719
5750,67,130,-429.4284662641585,0.0,0.0,0.8674166666666667,0.97125
5880,68,130,-367.1104585081339,0.0,0.0,0.86668,0.9706
5942,69,62,-333.51860892772675,0.0,1.0,0.8663286666666667,0.97029
6072,70,130,-400.0412205308676,0.0,0.0,0.865592,0.96964
6142,71,70,-331.96436393260956,0.0,1.0,0.8651953333333333,0.96929
6207,72,65,-334.2114395350218,0.0,1.0,0.864827,0.968965
6337,73,130,-354.64371559768915,0.0,0.0,0.8640903333333334,0.968315
6467,74,130,-399.27519603073597,0.0,0.0,0.8633536666666667,0.967665
6597,75,130,-369.764843955636,0.0,0.0,0.862617,0.967015
6678,76,81,-372.6391401141882,0.0,1.0,0.862158,0.96661
6808,77,130,-332.7783733904362,0.0,0.0,0.8614213333333334,0.96596
6878,78,70,-387.52207058668137,0.0,1.0,0.8610246666666667,0.96561
7008,79,130,-411.84882136434317,0.0,0.0,0.860288,0.96496
7138,80,130,-465.822308473289,0.0,0.0,0.8595513333333333,0.96431
7205,81,67,-347.27592369914055,0.0,1.0,0.8591716666666667,0.963975
7265,82,60,-329.9855132326484,0.0,1.0,0.8588316666666667,0.963675
7337,83,72,-336.6707365959883,0.0,1.0,0.8584236666666667,0.963315
7467,84,130,-560.9051043689251,0.0,0.0,0.857687,0.962665
7535,85,68,-383.3412978351116,0.0,1.0,0.8573016666666667,0.962325
7665,86,130,-427.88677018135786,0.0,0.0,0.856565,0.9616750000000001
7795,87,130,-354.9226205162704,0.0,0.0,0.8558283333333334,0.961025
7925,88,130,-468.18883506953716,0.0,0.0,0.8550916666666667,0.960375
7991,89,66,-345.15002159774303,0.0,1.0,0.8547176666666667,0.960045
8066,90,75,-380.7146946489811,0.0,1.0,0.8542926666666667,0.95967
8138,91,72,-382.38309513032436,0.0,1.0,0.8538846666666667,0.95931
8201,92,63,-343.2185115516186,0.0,1.0,0.8535276666666667,0.958995
